"module","file","key","english","chinese","context","placeholders","notes"
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","pathBreadCrumbSelectPath","Selected path breadcrumb","所选路径导航","Core 相关界面中的界面文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","popupBlockCaption","Popup Blocked","弹出窗口已被阻止","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","popupBlockTryAgainLabel","Try Again","再试一次","Core 相关界面中的标签或显示文本（CoreClient 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","prevButtonText","Prev","上一个","Core 相关界面中的按钮或操作项（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","progressIndicatorTitle","Saving...","正在保存…","Core 相关界面中的标题（CoreClient 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","projectIconDesc","Go to project directory","转到项目目录","Core 相关界面中的界面文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","projectsLabel","Projects","项目","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","promiseWithProgress","Working...","正在处理…","Core 相关界面中的界面文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","promiseWithProgressError","Error","错误","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","radioButtonLabel","All","全部","Core 相关界面中的按钮或操作项（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","radioCustomizedLabel","Customized","自定义","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","radioShowLabel","Show:","显示:","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","redactedText","[REDACTED]","[已隐去]","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","refreshAutomaticallyLabel","Refresh Automatically","自动刷新","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","reloadNowText","Reload Now","立即重新加载","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","renameMenuItem","Rename","重命名","Core 相关界面中的菜单项（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","reportShortCutMessage","Type shortcuts to see if they are bound to a command. Close this message bar when done.","按下快捷键可查看它是否已绑定到命令。完成后请关闭此消息栏。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","resetButtonText","Reset...","重置…","Core 相关界面中的按钮或操作项（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","resetKeyboardShortcutsCaption","Reset Keyboard Shortcuts","重置键盘快捷键","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","resetKeyboardShortcutsMessage","Are you sure you want to reset keyboard shortcuts to their default values? This action cannot be undone.","确定要将键盘快捷键重置为默认值吗？此操作无法撤销。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","resetKeyboardShortcutsProgress","Resetting Keyboard Shortcuts...","正在重置键盘快捷键…","Core 相关界面中的界面文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","resetLabel","Reset","重置","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","restartRequiredCaption","Restart Required","需要重新启动","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","restartRequiredMessage","You need to restart RStudio in order for these changes to take effect. Do you want to do this now?","需要重新启动 RStudio 才能使这些更改生效。是否立即重启？","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rpcErrorMessage","Status code {0} returned by {1} when executing ''{2}''","{1} 在执行“{2}”时返回了状态代码 {0}","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0} | {1} | {2}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rpcErrorMessageCaption","RPC Error","RPC 错误","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rpcOverrideErrorMessage","Unable to establish connection with {0} when executing ''{1}''","执行“{1}”时无法与 {0} 建立连接","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0} | {1}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rpcOverrideErrorMessageLink","Log in","登录","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rpcOverrideErrorMessageServer","Unable to establish connection with session on {0}. Please try logging in again in a new tab, then return to resume your session.","无法与 {0} 上的会话建立连接。请在新标签页中重新登录，然后返回以恢复会话。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rProjectsFilter","R Projects (*.RProj)","R 项目 (*.RProj)","Core 相关界面中的界面文本（CoreClient 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rSessionMessage","R session","R 会话","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rStudioGinjectorErrorMessage","{0} must be a valid number.","{0} 必须是有效数字。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rStudioGinjectorGreaterThanError","{0} must be greater than or equal to {1}.","{0} 必须大于或等于 {1}。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0} | {1}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rStudioGinjectorLessThanError","{0} must be less than or equal to {1}.","{0} 必须小于或等于 {1}。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0} | {1}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","rStudioServerMessage","RStudio Server","RStudio 服务器","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","satelliteToolBarText","Secondary Window","二级窗口","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","scopeTextColumn","Scope","范围","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","searchWidgetClearText","Clear text","清除文本","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","secondLabel","{0} second","{0} 秒","Core 相关界面中的标签或显示文本（CoreClient 资源）。","{0}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","secondPluralLabel","{0} seconds","{0} 秒","Core 相关界面中的标签或显示文本（CoreClient 资源）。","{0}",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","selectWidgetListBoxNone","(None)","(无)","Core 相关界面中的界面文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","setWorkingDirMenuItem","Set Working Directory","设置工作目录","Core 相关界面中的菜单项（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","shortcutHeaderText","Keyboard Shortcut Quick Reference","键盘快捷键速查","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","shortcutUnBoundMessage","Shortcut not bound","未绑定快捷键","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","showOverwriteCaption","Confirm Overwrite","确认覆盖","Core 相关界面中的标题（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","showOverwriteMessage","This file already exists. Do you want to replace it?","此文件已存在。是否替换？","Core 相关界面中的提示或说明文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","showPanmirrorText","Markdown format changes require a reload of the visual editor.","Markdown 格式发生更改，需要重新加载可视化编辑器。","Core 相关界面中的标签或显示文本（CoreClient 资源）。","",""
"GWT / Core","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/core/client/CoreClientConstants_zh_CN.properties","showPopupBlockMessage","We attempted to open an external browser window, but the action was prevented by your popup blocker. You can attempt to open the window again by pressing the ""Try Again"" button below. NOTE: To prevent seeing this message in the future, you should configure your browser to allow popup windows for {0}.","RStudio 尝试打开外部浏览器窗口，但被弹出窗口拦截器阻止。可点击下方的“重试”按钮再次尝试。若不想再看到此消息，请将浏览器配置为允许 {0} 打开弹出窗口。","Core 相关界面中的提示或说明文本（CoreClient 资源）。","{0}",""
